EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
351.0,41.0,0.0,Travel_Rarely,802.0,Sales,9.0,1,Life Sciences,1.0,3,Male,96.0,3.0,3,Sales Executive,3,Divorced,8189.0,21196.0,3,Y,Yes,13.0,3,3,80.0,1,12.0,2,3,9.0,7.0,2.220446049250313e-16,7.0
352.0,19.0,0.0,Travel_Rarely,645.0,Research & Development,9.0,2,Life Sciences,1.0,3,Male,54.0,3.0,1,Research Scientist,1,Single,2552.0,7172.0,1,Y,No,25.0,4,3,80.0,0,1.0,4,3,1.0,1.0,2.220446049250313e-16,0.0
353.0,40.0,0.0,Travel_Rarely,630.0,Sales,4.0,4,Marketing,1.0,3,Male,67.0,2.0,3,Sales Executive,4,Married,10855.0,8552.0,7,Y,No,11.0,3,1,80.0,1,15.0,2,2,12.0,11.0,2.0,11.0
355.0,43.0,0.0,Travel_Frequently,559.0,Research & Development,10.0,4,Life Sciences,1.0,3,Female,82.0,2.0,2,Laboratory Technician,3,Divorced,5257.0,6227.0,1,Y,No,11.0,3,2,80.0,1,9.0,3,4,9.0,7.0,2.220446049250313e-16,0.0
356.0,35.0,0.0,Non-Travel,727.0,Research & Development,3.0,3,Life Sciences,1.0,3,Male,41.0,2.0,1,Laboratory Technician,3,Married,1281.0,16900.0,1,Y,No,18.0,3,3,80.0,2,1.0,3,3,1.0,0.0,2.220446049250313e-16,0.0
357.0,52.0,0.0,Travel_Rarely,621.0,Sales,3.0,4,Marketing,1.0,3,Male,31.0,2.0,4,Manager,1,Married,16856.0,10084.0,1,Y,No,11.0,3,1,80.0,0,31.0,3,4,18.0,6.0,1.0,14.5
358.0,49.0,0.0,Travel_Rarely,470.0,Research & Development,20.0,4,Medical,1.0,3,Female,96.0,3.0,2,Manufacturing Director,1,Married,6567.0,5549.0,1,Y,No,14.0,3,3,80.0,0,16.0,2,2,15.0,11.0,5.0,11.0
359.0,37.0,0.0,Non-Travel,1413.0,Research & Development,5.0,2,Technical Degree,1.0,3,Male,84.0,4.0,1,Laboratory Technician,3,Single,3500.0,25470.0,0,Y,No,14.0,3,1,80.0,0,7.0,2,1,6.0,5.0,1.0,3.0
360.0,43.0,0.0,Travel_Frequently,313.0,Research & Development,21.0,3,Medical,1.0,4,Male,61.0,3.0,1,Laboratory Technician,4,Married,2258.0,15238.0,7,Y,No,20.0,4,1,80.0,1,8.0,1,3,3.0,2.0,1.0,2.0
362.0,23.0,0.0,Travel_Rarely,541.0,Sales,2.0,1,Technical Degree,1.0,3,Male,62.0,3.0,1,Sales Representative,1,Divorced,2322.0,9518.0,3,Y,No,13.0,3,3,80.0,1,3.0,3,3,8.881784197001252e-16,0.0,2.220446049250313e-16,0.0
363.0,55.0,0.0,Travel_Rarely,836.0,Research & Development,8.0,3,Medical,1.0,4,Female,33.0,3.0,4,Manager,3,Divorced,14756.0,19730.0,2,Y,Yes,14.0,3,3,80.0,3,21.0,2,3,5.0,0.0,2.220446049250313e-16,2.0
364.0,53.0,0.0,Travel_Rarely,102.0,Research & Development,23.0,4,Life Sciences,1.0,4,Female,72.0,3.0,4,Research Director,4,Single,14275.0,20206.0,6,Y,No,18.0,3,3,80.0,0,31.0,0,3,12.0,9.0,3.0,8.0
365.0,34.0,0.0,Travel_Frequently,669.0,Research & Development,1.0,3,Medical,1.0,4,Male,97.0,2.0,2,Healthcare Representative,1,Single,5343.0,25755.0,0,Y,No,20.0,4,3,80.0,0,14.0,3,3,13.0,9.0,4.0,9.0
366.0,58.0,1.0,Travel_Rarely,289.0,Research & Development,2.0,3,Technical Degree,1.0,4,Male,51.0,3.0,1,Research Scientist,3,Single,2479.0,26227.0,4,Y,No,24.0,4,1,80.0,0,7.0,4,3,1.0,0.0,2.220446049250313e-16,0.0
367.0,34.0,0.0,Travel_Frequently,618.0,Research & Development,3.0,1,Life Sciences,1.0,1,Male,45.0,3.0,2,Healthcare Representative,4,Single,7756.0,22266.0,0,Y,No,17.0,3,3,80.0,0,7.0,1,2,6.0,2.0,2.220446049250313e-16,4.0
368.0,30.0,0.0,Non-Travel,829.0,Research & Development,1.0,1,Life Sciences,1.0,3,Male,88.0,2.0,3,Manufacturing Director,3,Single,8474.0,20925.0,1,Y,No,22.0,4,3,80.0,0,12.0,2,3,11.0,8.0,5.0,8.0
369.0,32.0,0.0,Travel_Rarely,120.0,Research & Development,6.0,5,Life Sciences,1.0,3,Male,43.0,3.0,1,Research Scientist,3,Single,3038.0,12430.0,3,Y,No,20.0,4,1,80.0,0,8.0,2,3,5.0,4.0,1.0,4.0
370.0,36.0,0.0,Travel_Rarely,1396.0,Research & Development,5.0,2,Life Sciences,1.0,4,Male,62.0,3.0,2,Laboratory Technician,2,Single,5914.0,9945.0,8,Y,No,16.0,3,4,80.0,0,16.0,3,4,13.0,11.0,3.0,7.0
373.0,40.0,0.0,Travel_Frequently,1184.0,Sales,2.0,4,Medical,1.0,2,Male,62.0,3.0,2,Sales Executive,2,Married,4327.0,25440.0,5,Y,No,12.0,3,4,80.0,3,5.0,2,3,8.881784197001252e-16,0.0,2.220446049250313e-16,0.0
374.0,36.0,0.0,Non-Travel,1105.0,Research & Development,24.0,4,Life Sciences,1.0,2,Female,47.0,3.0,2,Laboratory Technician,2,Married,5674.0,6927.0,7,Y,No,15.0,3,3,80.0,1,11.0,3,3,9.0,8.0,2.220446049250313e-16,8.0
375.0,21.0,0.0,Travel_Rarely,391.00000000000006,Research & Development,15.0,2,Life Sciences,1.0,3,Male,96.0,3.0,1,Research Scientist,4,Single,1232.0,19281.0,1,Y,No,14.0,3,4,80.0,0,0.0,6,3,8.881784197001252e-16,0.0,2.220446049250313e-16,0.0
377.0,34.0,0.0,Travel_Rarely,204.0,Sales,14.0,3,Technical Degree,1.0,3,Female,31.0,3.0,1,Sales Representative,3,Divorced,2579.0,2912.0,1,Y,Yes,18.0,3,4,80.0,2,8.0,3,3,8.0,2.0,2.220446049250313e-16,6.0
379.0,34.0,0.0,Travel_Rarely,665.0,Research & Development,6.0,4,Other,1.0,1,Female,41.0,3.0,2,Research Scientist,3,Single,4809.0,12482.0,1,Y,No,14.0,3,3,80.0,0,16.0,3,3,16.0,13.0,2.0,10.0
381.0,39.0,0.0,Travel_Rarely,1383.0,Human Resources,2.0,3,Life Sciences,1.0,4,Female,42.0,2.0,2,Human Resources,4,Married,5204.0,7790.0,8,Y,No,11.0,3,3,80.0,2,13.0,2,3,5.0,4.0,2.220446049250313e-16,4.0
382.0,45.0,0.0,Travel_Rarely,549.0,Research & Development,8.0,4,Other,1.0,4,Male,75.0,3.0,2,Research Scientist,4,Married,3697.0,9278.0,9,Y,No,14.0,3,1,80.0,2,12.0,3,3,10.0,9.0,7.499999999999999,8.0
385.0,31.0,1.0,Travel_Frequently,307.0,Research & Development,29.0,2,Medical,1.0,3,Male,71.0,2.0,1,Laboratory Technician,2,Single,3479.0,11652.0,0,Y,No,11.0,3,2,80.0,0,6.0,2,4,5.0,4.0,1.0,4.0
386.0,38.0,0.0,Travel_Rarely,1035.0,Sales,3.0,4,Life Sciences,1.0,2,Male,42.0,3.0,2,Sales Executive,4,Single,6861.0,4981.0,8,Y,Yes,12.0,3,3,80.0,0,19.0,1,3,1.0,0.0,2.220446049250313e-16,0.0
388.0,31.0,0.0,Travel_Frequently,1327.0,Research & Development,3.0,4,Medical,1.0,2,Male,73.0,3.0,3,Research Director,3,Divorced,13675.0,13523.0,9,Y,No,12.0,3,1,80.0,1,9.0,3,3,2.0,2.0,2.0,2.0
389.0,26.0,0.0,Travel_Rarely,991.0,Research & Development,6.0,3,Life Sciences,1.0,3,Female,71.0,3.0,1,Laboratory Technician,4,Married,2659.0,17759.0,1,Y,Yes,13.0,3,3,80.0,1,3.0,2,3,3.0,2.0,2.220446049250313e-16,2.0
391.0,30.0,0.0,Travel_Rarely,1138.0,Research & Development,6.0,3,Technical Degree,1.0,1,Female,48.0,2.0,2,Laboratory Technician,4,Married,4627.0,23631.0,0,Y,No,12.0,3,1,80.0,1,10.0,6,3,9.0,2.0,6.0,7.0
393.0,34.0,0.0,Travel_Rarely,943.0,Research & Development,9.0,3,Life Sciences,1.0,4,Male,86.0,3.0,3,Healthcare Representative,4,Divorced,8500.0,5494.0,0,Y,No,11.0,3,4,80.0,1,10.0,0,2,9.0,7.0,1.0,6.0
394.0,35.0,0.0,Travel_Rarely,735.0,Research & Development,6.0,1,Life Sciences,1.0,3,Male,66.0,3.0,1,Research Scientist,3,Married,3506.0,6020.0,0,Y,Yes,14.0,3,4,80.0,0,4.0,3,3,3.0,2.0,2.0,2.0
395.0,27.0,0.0,Travel_Rarely,1240.0,Research & Development,2.0,4,Life Sciences,1.0,4,Female,33.0,3.0,1,Laboratory Technician,1,Divorced,2341.0,19715.0,1,Y,No,13.0,3,4,80.0,1,1.0,6,3,1.0,0.0,2.220446049250313e-16,0.0
399.0,31.0,0.0,Travel_Rarely,691.0,Research & Development,5.0,4,Technical Degree,1.0,3,Male,86.0,3.0,1,Research Scientist,4,Married,4821.0,10077.0,0,Y,Yes,12.0,3,3,80.0,1,6.0,4,3,5.0,2.0,2.220446049250313e-16,3.0
400.0,39.0,0.0,Travel_Frequently,443.0,Research & Development,8.0,1,Life Sciences,1.0,3,Female,48.0,3.0,1,Laboratory Technician,3,Married,3754.9999999999995,17872.0,1,Y,No,11.0,3,1,80.0,1,8.0,3,3,8.0,3.0,2.220446049250313e-16,7.0
401.0,29.0,0.0,Travel_Rarely,1252.0,Research & Development,23.0,2,Life Sciences,1.0,3,Male,81.0,4.0,1,Research Scientist,3,Married,2700.0,23779.0,1,Y,No,24.0,4,3,80.0,1,10.0,3,3,10.0,7.0,2.220446049250313e-16,7.0
403.0,29.0,1.0,Travel_Rarely,121.0,Sales,27.0,3,Marketing,1.0,2,Female,35.0,3.0,3,Sales Executive,4,Married,7639.0,24525.0,1,Y,No,22.0,4,4,80.0,3,10.0,3,2,10.0,4.0,1.0,9.0
404.0,44.0,1.0,Travel_Rarely,935.0,Research & Development,3.0,3,Life Sciences,1.0,1,Male,89.0,3.0,1,Laboratory Technician,1,Married,2362.0,14669.0,4,Y,No,12.0,3,3,80.0,0,10.0,4,4,3.0,2.0,1.0,2.0
405.0,26.0,0.0,Travel_Rarely,841.0,Research & Development,6.0,3,Other,1.0,3,Female,46.0,2.0,1,Research Scientist,2,Married,2368.0,23300.0,1,Y,No,19.0,3,3,80.0,0,5.0,3,2,5.0,4.0,4.0,3.0
406.0,48.0,0.0,Travel_Rarely,163.0,Sales,2.0,5,Marketing,1.0,2,Female,37.0,3.0,2,Sales Executive,4,Married,4051.0,19658.0,2,Y,No,14.0,3,1,80.0,1,14.0,2,3,9.0,7.0,6.0,7.0
407.0,38.0,0.0,Travel_Rarely,363.99999999999994,Research & Development,3.0,5,Technical Degree,1.0,4,Female,32.0,3.0,2,Research Scientist,3,Single,4317.0,2302.0,3,Y,Yes,20.0,4,2,80.0,0,19.0,2,3,3.0,2.0,2.0,2.0
409.0,23.0,1.0,Travel_Rarely,1243.0,Research & Development,6.0,3,Life Sciences,1.0,3,Male,63.0,4.0,1,Laboratory Technician,1,Married,1601.0,3445.0,1,Y,Yes,21.0,4,3,80.0,2,1.0,2,3,8.881784197001252e-16,0.0,2.220446049250313e-16,0.0
411.0,50.0,0.0,Travel_Rarely,939.0,Research & Development,24.0,3,Life Sciences,1.0,4,Male,95.0,3.0,4,Manufacturing Director,3,Married,13973.0,4161.0,3,Y,Yes,18.0,3,4,80.0,1,22.0,2,3,12.0,11.0,1.0,5.0
412.0,37.0,0.0,Travel_Rarely,1189.0,Sales,3.0,3,Life Sciences,1.0,3,Male,87.0,3.0,3,Sales Executive,4,Single,7428.0,14506.0,2,Y,No,12.0,3,1,80.0,0,12.0,3,3,5.0,3.0,1.0,3.0
414.0,31.0,0.0,Travel_Rarely,1398.0,Human Resources,8.0,2,Medical,1.0,4,Female,96.0,4.0,1,Human Resources,2,Single,2109.0,24609.0,9,Y,No,18.0,3,4,80.0,0,8.0,3,3,3.0,2.0,2.220446049250313e-16,2.0
415.0,49.0,1.0,Travel_Rarely,1184.0,Sales,11.0,3,Marketing,1.0,3,Female,43.0,3.0,3,Sales Executive,4,Married,7654.0,5860.0,1,Y,No,18.0,3,1,80.0,2,9.0,3,4,9.0,8.0,7.0,7.0
416.0,34.0,0.0,Travel_Frequently,135.0,Research & Development,19.0,3,Medical,1.0,3,Female,46.0,3.0,2,Laboratory Technician,2,Divorced,4444.0,22534.0,4,Y,No,13.0,3,3,80.0,2,15.0,2,4,11.0,8.0,5.0,10.0
417.0,41.0,1.0,Travel_Rarely,1102.0,Sales,1.0,2,Life Sciences,1.0,2,Female,94.0,3.0,2,Sales Executive,4,Single,5993.0,19479.0,8,Y,Yes,11.0,3,1,80.0,0,8.0,0,1,6.0,4.0,2.220446049250313e-16,5.0
418.0,34.0,0.0,Travel_Rarely,970.0,Research & Development,8.0,2,Medical,1.0,2,Female,96.0,3.0,2,Healthcare Representative,3,Single,6142.0,7360.0,3,Y,No,11.0,3,4,80.0,0,10.0,2,3,5.0,1.0,4.0,3.0
419.0,39.0,0.0,Travel_Frequently,505.0,Research & Development,2.0,4,Technical Degree,1.0,3,Female,64.0,3.0,3,Healthcare Representative,3,Single,10938.0,6420.0,0,Y,No,25.0,4,4,80.0,0,20.0,1,3,18.0,6.0,7.499999999999999,8.0
420.0,32.0,1.0,Travel_Frequently,1125.0,Research & Development,16.0,1,Life Sciences,1.0,2,Female,72.0,1.0,1,Research Scientist,1,Single,3919.0,4681.0,1,Y,Yes,22.0,4,2,80.0,0,10.0,5,3,10.0,2.0,6.0,7.0
421.0,37.0,0.0,Travel_Frequently,889.0,Research & Development,9.0,3,Medical,1.0,2,Male,53.0,3.0,1,Research Scientist,4,Married,2326.0,11411.0,1,Y,Yes,12.0,3,3,80.0,3,4.0,3,2,4.0,2.0,1.0,2.0
422.0,30.0,1.0,Travel_Rarely,138.0,Research & Development,22.0,3,Life Sciences,1.0,1,Female,48.0,3.0,1,Research Scientist,3,Married,2132.0,11539.0,4,Y,Yes,11.0,3,2,80.0,0,7.0,2,3,5.0,2.0,2.220446049250313e-16,1.0
424.0,55.0,0.0,Travel_Rarely,452.0,Research & Development,1.0,3,Medical,1.0,4,Male,81.0,3.0,5,Manager,1,Single,17490.875,18938.0,0,Y,Yes,14.0,3,3,80.0,0,31.0,2,3,18.0,10.0,4.0,13.0
425.0,37.0,0.0,Travel_Rarely,1225.0,Research & Development,10.0,2,Life Sciences,1.0,4,Male,80.0,4.0,1,Research Scientist,4,Single,4680.0,15232.0,3,Y,No,17.0,3,1,80.0,0,4.0,2,3,1.0,0.0,2.220446049250313e-16,0.0
426.0,35.0,0.0,Travel_Rarely,619.0,Sales,1.0,3,Marketing,1.0,2,Male,85.0,3.0,2,Sales Executive,3,Married,4717.0,18659.0,9,Y,No,11.0,3,3,80.0,0,15.0,2,3,11.0,9.0,6.0,9.0
427.0,46.0,0.0,Travel_Frequently,638.0,Research & Development,1.0,3,Medical,1.0,3,Male,40.0,2.0,3,Healthcare Representative,1,Married,10673.0,3142.0,2,Y,Yes,13.0,3,3,80.0,1,21.0,5,2,10.0,9.0,7.499999999999999,5.0
429.0,36.0,0.0,Travel_Rarely,922.0,Research & Development,3.0,2,Life Sciences,1.0,1,Female,39.0,3.0,1,Laboratory Technician,4,Divorced,2835.0,2561.0,5,Y,No,22.0,4,1,80.0,1,7.0,2,3,1.0,0.0,2.220446049250313e-16,0.0
430.0,24.0,0.0,Non-Travel,1269.0,Research & Development,4.0,1,Life Sciences,1.0,1,Male,46.0,2.0,1,Laboratory Technician,4,Married,3162.0,10778.0,0,Y,No,17.0,3,4,80.0,0,6.0,2,2,5.0,2.0,3.0,4.0
431.0,50.0,0.0,Travel_Rarely,1464.0,Research & Development,2.0,4,Medical,1.0,2,Male,62.0,3.0,5,Research Director,3,Married,17490.875,12853.0,2,Y,Yes,11.0,3,4,80.0,1,29.0,2,2,8.0,1.0,7.0,7.0
432.0,32.0,0.0,Non-Travel,1184.0,Research & Development,1.0,3,Life Sciences,1.0,3,Female,70.0,2.0,1,Laboratory Technician,2,Married,2332.0,3974.0,6,Y,No,20.0,4,3,80.0,0,5.0,3,3,3.0,0.0,2.220446049250313e-16,2.0
433.0,34.0,0.0,Travel_Rarely,121.0,Research & Development,2.0,4,Medical,1.0,3,Female,86.0,2.0,1,Research Scientist,1,Single,4381.0,7530.0,1,Y,No,11.0,3,3,80.0,0,6.0,3,3,6.0,5.0,1.0,3.0
434.0,26.0,0.0,Travel_Rarely,652.0,Research & Development,7.0,3,Other,1.0,3,Male,100.0,4.0,1,Laboratory Technician,1,Single,3577.9999999999995,23577.0,0,Y,No,12.0,3,4,80.0,0,8.0,2,3,7.0,7.0,2.220446049250313e-16,7.0
435.0,33.0,0.0,Travel_Frequently,1141.0,Sales,1.0,3,Life Sciences,1.0,3,Female,42.0,4.0,2,Sales Executive,1,Married,5376.0,3193.0,2,Y,No,19.0,3,1,80.0,2,10.0,3,3,5.0,3.0,1.0,3.0
438.0,38.0,0.0,Travel_Frequently,1391.0,Research & Development,10.0,1,Medical,1.0,3,Male,66.0,3.0,1,Research Scientist,3,Married,2684.0,12127.0,0,Y,No,17.0,3,2,80.0,1,3.0,0,2,2.0,1.0,2.220446049250313e-16,2.0
439.0,37.0,0.0,Travel_Rarely,1462.0,Research & Development,11.0,3,Medical,1.0,1,Female,94.0,3.0,1,Laboratory Technician,3,Single,3628.9999999999995,19106.0,4,Y,No,18.0,3,1,80.0,0,8.0,6,3,3.0,2.0,2.220446049250313e-16,2.0
440.0,35.0,0.0,Travel_Rarely,1276.0,Research & Development,16.0,3,Life Sciences,1.0,4,Male,72.0,3.0,3,Healthcare Representative,3,Married,7632.0,14295.0,4,Y,Yes,12.0,3,3,80.0,0,10.0,2,3,8.0,7.0,2.220446049250313e-16,0.0
441.0,32.0,0.0,Travel_Rarely,128.0,Research & Development,2.0,1,Technical Degree,1.0,4,Male,84.0,2.0,2,Laboratory Technician,1,Single,2176.0,19737.0,4,Y,No,13.0,3,4,80.0,0,9.0,5,3,6.0,2.0,2.220446049250313e-16,4.0
442.0,38.0,0.0,Travel_Frequently,240.0,Research & Development,2.0,4,Life Sciences,1.0,1,Female,75.0,4.0,2,Manufacturing Director,1,Single,5980.0,26085.0,6,Y,Yes,12.0,3,4,80.0,0,17.0,2,3,15.0,7.0,4.0,12.0
443.0,39.0,0.0,Travel_Rarely,117.0,Research & Development,10.0,1,Medical,1.0,3,Male,99.0,3.0,4,Manager,1,Married,17068.0,5355.0,1,Y,Yes,14.0,3,4,80.0,0,21.0,3,3,18.0,9.0,7.499999999999999,10.0
444.0,33.0,0.0,Travel_Rarely,117.0,Research & Development,9.0,3,Medical,1.0,1,Male,60.0,3.0,1,Research Scientist,4,Married,2781.0,6311.0,0,Y,No,13.0,3,2,80.0,1,15.0,5,3,14.0,10.0,4.0,10.0
446.0,59.0,0.0,Travel_Rarely,326.00000000000006,Sales,3.0,3,Life Sciences,1.0,3,Female,48.0,2.0,2,Sales Executive,4,Single,5171.0,16490.0,5,Y,No,17.0,3,4,80.0,0,13.0,2,3,6.0,1.0,2.220446049250313e-16,5.0
447.0,36.0,0.0,Travel_Rarely,928.0,Sales,1.0,2,Life Sciences,1.0,2,Male,56.0,3.0,2,Sales Executive,4,Married,6201.0,2823.0,1,Y,Yes,14.0,3,4,80.0,1,18.0,1,2,18.0,14.0,4.0,11.0
448.0,37.0,0.0,Travel_Frequently,663.0,Research & Development,11.0,3,Other,1.0,2,Male,47.0,3.0,3,Research Director,4,Divorced,12185.0,10056.0,1,Y,Yes,14.0,3,3,80.0,3,10.0,1,3,10.0,8.0,2.220446049250313e-16,7.0
450.0,28.0,0.0,Travel_Rarely,1117.0,Research & Development,8.0,2,Life Sciences,1.0,4,Female,66.0,3.0,1,Research Scientist,4,Single,3310.0,4488.0,1,Y,No,21.0,4,4,80.0,0,5.0,3,3,5.0,3.0,2.220446049250313e-16,2.0
451.0,49.0,0.0,Travel_Rarely,1245.0,Research & Development,18.0,4,Life Sciences,1.0,4,Male,58.0,2.0,5,Research Director,3,Divorced,17490.875,2125.0,1,Y,Yes,17.0,3,3,80.0,1,31.0,5,3,18.0,9.0,2.220446049250313e-16,9.0
452.0,34.0,0.0,Travel_Rarely,254.0,Research & Development,1.0,2,Life Sciences,1.0,2,Male,83.0,2.0,1,Research Scientist,4,Married,3622.0,22794.0,1,Y,Yes,13.0,3,4,80.0,1,6.0,3,3,6.0,5.0,1.0,3.0
456.0,35.0,1.0,Travel_Rarely,1204.0,Sales,4.0,3,Technical Degree,1.0,4,Male,86.0,3.0,3,Sales Executive,1,Single,9582.0,10333.0,0,Y,Yes,22.0,4,1,80.0,0,9.0,2,3,8.0,7.0,4.0,7.0
457.0,27.0,0.0,Travel_Frequently,994.0,Sales,8.0,3,Life Sciences,1.0,4,Male,37.0,3.0,3,Sales Executive,3,Single,8726.0,2975.0,1,Y,No,15.0,3,4,80.0,0,9.0,0,3,9.0,8.0,1.0,7.0
458.0,48.0,0.0,Travel_Rarely,1355.0,Research & Development,4.0,4,Life Sciences,1.0,3,Male,78.0,2.0,3,Healthcare Representative,3,Single,10999.0,22245.0,7,Y,No,14.0,3,2,80.0,0,27.0,3,3,15.0,11.0,4.0,8.0
459.0,41.0,0.0,Travel_Rarely,933.0,Research & Development,9.0,4,Life Sciences,1.0,3,Male,94.0,3.0,1,Laboratory Technician,1,Married,2238.0,6961.0,2,Y,No,21.0,4,4,80.0,1,7.0,2,3,5.0,0.0,1.0,4.0
460.0,36.0,0.0,Travel_Frequently,469.0,Research & Development,3.0,3,Technical Degree,1.0,3,Male,46.0,3.0,1,Research Scientist,2,Married,3691.9999999999995,9256.0,1,Y,No,12.0,3,3,80.0,0,12.0,2,2,11.0,10.0,2.220446049250313e-16,7.0
461.0,40.0,0.0,Non-Travel,1151.0,Research & Development,9.0,5,Life Sciences,1.0,4,Male,63.0,2.0,2,Healthcare Representative,4,Married,4876.0,14242.0,9,Y,No,14.0,3,4,80.0,1,5.0,5,1,3.0,2.0,2.220446049250313e-16,2.0
463.0,31.0,0.0,Travel_Rarely,746.0,Research & Development,8.0,4,Life Sciences,1.0,3,Female,61.0,3.0,2,Manufacturing Director,4,Single,4424.0,20682.0,1,Y,No,23.0,4,4,80.0,0,11.0,2,3,11.0,7.0,1.0,8.0
464.0,20.0,1.0,Travel_Rarely,1362.0,Research & Development,10.0,1,Medical,1.0,4,Male,32.0,3.0,1,Research Scientist,3,Single,1009.0,26999.0,1,Y,Yes,11.0,3,4,80.0,0,1.0,5,3,1.0,0.0,1.0,1.0
466.0,36.0,1.0,Travel_Rarely,318.0,Research & Development,9.0,3,Medical,1.0,4,Male,79.0,2.0,1,Research Scientist,3,Married,3388.0,21777.0,0,Y,Yes,17.0,3,1,80.0,1,2.0,0,2,1.0,0.0,2.220446049250313e-16,0.0
468.0,35.0,0.0,Travel_Frequently,944.0,Sales,1.0,3,Marketing,1.0,3,Female,92.0,3.0,3,Sales Executive,3,Single,8789.0,9096.0,1,Y,No,14.0,3,1,80.0,0,10.0,3,4,10.0,7.0,2.220446049250313e-16,8.0
469.0,24.0,0.0,Travel_Rarely,1206.0,Research & Development,17.0,1,Medical,1.0,4,Female,41.0,2.0,2,Manufacturing Director,3,Divorced,4377.0,24117.0,1,Y,No,15.0,3,2,80.0,2,5.0,6,3,4.0,2.0,3.0,2.0
470.0,23.0,0.0,Travel_Rarely,373.0,Research & Development,1.0,2,Life Sciences,1.0,4,Male,47.0,3.0,1,Research Scientist,3,Married,1223.0,16901.0,1,Y,No,22.0,4,4,80.0,1,1.0,2,3,1.0,0.0,2.220446049250313e-16,1.0
471.0,28.0,0.0,Travel_Rarely,1476.0,Research & Development,16.0,2,Medical,1.0,2,Male,68.0,4.0,2,Healthcare Representative,1,Single,5661.0,4824.0,0,Y,No,19.0,3,3,80.0,0,9.0,2,3,8.0,3.0,2.220446049250313e-16,7.0
472.0,60.0,0.0,Travel_Rarely,1179.0,Sales,16.0,4,Marketing,1.0,1,Male,84.0,3.0,2,Sales Executive,1,Single,5405.0,11924.0,8,Y,No,14.0,3,4,80.0,0,10.0,1,3,2.0,2.0,2.0,2.0
473.0,47.0,0.0,Travel_Frequently,1379.0,Research & Development,16.0,4,Medical,1.0,3,Male,64.0,4.0,2,Manufacturing Director,3,Divorced,5067.0,6759.0,1,Y,Yes,19.0,3,3,80.0,0,20.0,3,4,18.0,10.0,2.0,7.0
474.0,41.0,0.0,Travel_Rarely,427.0,Human Resources,10.0,4,Human Resources,1.0,2,Male,73.0,2.0,5,Manager,4,Divorced,17490.875,8861.0,3,Y,No,15.0,3,2,80.0,3,23.0,2,2,18.0,6.0,7.499999999999999,6.0
475.0,24.0,0.0,Travel_Rarely,477.0,Research & Development,24.0,3,Medical,1.0,4,Male,49.0,3.0,1,Laboratory Technician,2,Single,3597.0,6409.0,8,Y,No,22.0,4,4,80.0,0,6.0,2,3,4.0,3.0,1.0,2.0
476.0,29.0,0.0,Travel_Rarely,1086.0,Research & Development,7.0,1,Medical,1.0,1,Female,62.0,2.0,1,Laboratory Technician,4,Divorced,2532.0,6054.0,6,Y,No,14.0,3,3,80.0,3,8.0,5,3,4.0,3.0,2.220446049250313e-16,3.0
477.0,37.0,1.0,Travel_Frequently,504.0,Research & Development,10.0,3,Medical,1.0,1,Male,61.0,3.0,3,Manufacturing Director,3,Divorced,10048.0,22573.0,6,Y,No,11.0,3,2,80.0,2,17.0,5,3,1.0,0.0,2.220446049250313e-16,0.0
480.0,55.0,0.0,Travel_Frequently,135.0,Research & Development,18.0,4,Medical,1.0,3,Male,62.0,3.0,2,Healthcare Representative,2,Married,6385.0,12992.0,3,Y,Yes,14.0,3,4,80.0,2,17.0,3,3,8.0,7.0,6.0,7.0
481.0,30.0,0.0,Travel_Rarely,852.0,Research & Development,1.0,1,Life Sciences,1.0,4,Male,55.0,2.0,2,Laboratory Technician,4,Married,5126.0,15998.0,1,Y,Yes,12.0,3,3,80.0,2,10.0,1,2,10.0,8.0,3.0,0.0
484.0,26.0,0.0,Travel_Rarely,703.0,Sales,28.0,2,Marketing,1.0,1,Male,66.0,3.0,2,Sales Executive,2,Married,6272.0,7428.0,1,Y,No,20.0,4,4,80.0,2,6.0,5,4,5.0,3.0,1.0,4.0
485.0,29.0,1.0,Travel_Rarely,318.0,Research & Development,8.0,4,Other,1.0,2,Male,77.0,1.0,1,Laboratory Technician,1,Married,2119.0,4759.0,1,Y,Yes,11.0,3,4,80.0,0,7.0,4,2,7.0,7.0,2.220446049250313e-16,7.0
486.0,25.0,1.0,Travel_Rarely,688.0,Research & Development,3.0,3,Medical,1.0,1,Male,91.0,3.0,1,Laboratory Technician,1,Married,4031.0,9396.0,5,Y,No,13.0,3,3,80.0,1,6.0,5,3,2.0,2.0,2.220446049250313e-16,2.0
488.0,37.0,0.0,Travel_Rarely,1107.0,Research & Development,14.0,3,Life Sciences,1.0,4,Female,95.0,3.0,1,Laboratory Technician,1,Divorced,3034.0,26914.0,1,Y,No,12.0,3,3,80.0,1,18.0,2,2,18.0,7.0,7.499999999999999,14.5
